420300,十堰
420500,宜昌
420600,襄阳
420700,鄂州
420800,荆门
420900,孝感
421000,荆州
421100,黄冈
421200,咸宁
421300,随州
422800,恩施土家族苗族自治州
429004,仙桃市
429005,潜江市
429006,天门市
429021,神农架林区
430100,长沙
430200,株洲
430300,湘潭
430400,衡阳
430500,邵阳
430600,岳阳
430700,常德
430800,张家界
430900,益阳
431000,郴州
431100,永州
431200,怀化
431300,娄底
433100,湘西土家族苗族自治州
440100,广州
440200,韶关
440300,深圳
440400,珠海
440500,汕头
440600,佛山
440700,江门
440800,湛江
440900,茂名
441200,肇庆
441300,惠州
441400,梅州
441500,汕尾
441600,河源
441700,阳江
441800,清远
441900,东莞
442000,中山
442100,东沙群岛
445100,潮州
445200,揭阳
445300,云浮
450100,南宁
450200,柳州
450300,桂林
450400,梧州
450500,北海
450600,防城港
450700,钦州
450800,贵港
450900,玉林
451000,百色
451100,贺州
451200,河池
451300,来宾
451400,崇左
460100,海口
460200,三亚
460300,三沙
460400,儋州
469001,五指山市
469002,琼海市
469005,文昌市
469006,万宁市
469007,东方市
469021,定安县
469022,屯昌县
469023,澄迈县
469024,临高县
469025,白沙黎族自治县
469026,昌江黎族自治县
469027,乐东黎族自治县
469028,陵水黎族自治县
469029,保亭黎族苗族自治县
469030,琼中黎族苗族自治县
500100,重庆
500200,重庆郊县
500228,梁平县
510100,成都
510300,自贡
510400,攀枝花
510500,泸州
510600,德阳
510700,绵阳
510800,广元
510900,遂宁
511000,内江
511100,乐山
511300,南充
511400,眉山
511500,宜宾
511600,广安
511700,达州
511800,雅安
511900,巴中
512000,资阳
513200,阿坝藏族羌族自治州
513300,甘孜藏族自治州
513400,凉山彝族自治州
520100,贵阳
520200,六盘水
520300,遵义
520400,安顺
520500,毕节
520600,铜仁
522300,黔西南布依族苗族自治州
522600,黔东南苗族侗族自治州
522700,黔南布依族苗族自治州
530100,昆明
530300,曲靖
530400,玉溪
530500,保山
530600,昭通
530700,丽江
530800,普洱
530900,临沧
532300,楚雄彝族自治州
532500,红河哈尼族彝族自治州
532600,文山壮族苗族自治州
532800,西双版纳傣族自治州
532900,大理白族自治州
533100,德宏傣族景颇族自治州
533300,怒江傈僳族自治州
533400,迪庆藏族自治州
540100,拉萨
540200,日喀则
540300,昌都
540400,林芝
540500,山南
542400,那曲地区
542500,阿里地区
610100,西安
610200,铜川
610300,宝鸡
610400,咸阳
610500,渭南
610600,延安
610700,汉中
610800,榆林
610900,安康
611000,商洛
620100,兰州
620200,嘉峪关
620300,金昌
620400,白银
620500,天水
620600,武威
620700,张掖
620800,平凉
620900,酒泉
621000,庆阳
621100,定西
621200,陇南
622900,临夏回族自治州
623000,甘南藏族自治州
630100,西宁
630200,海东
632200,海北藏族自治州
632300,黄南藏族自治州
632500,海南藏族自治州
632600,果洛藏族自治州
632700,玉树藏族自治州
632800,海西蒙古族藏族自治州
640100,银川
640200,石嘴山
640300,吴忠
640400,固原
640500,中卫
650100,乌鲁木齐
650200,克拉玛依
650400,吐鲁番
650500,哈密
652300,昌吉回族自治州
652700,博尔塔拉蒙古自治州
652800,巴音郭楞蒙古自治州
652900,阿克苏地区
653000,克孜勒苏柯尔克孜自治州
653100,喀什地区
653200,和田地区
654000,伊犁哈萨克自治州
654200,塔城地区
654300,阿勒泰地区
659001,石河子市
659002,阿拉尔市
659003,图木舒克市
659004,五家渠市
659005,北屯市
659006,铁门关市
659007,双河市
659008,可克达拉市
659009,昆玉市
710300,新竹市,,1
710400,高雄,,1
710500,新北,,1
710600,台中,,1
710700,台南,,1
710800,台北,,1
710900,桃园,,1
711000,彰化,,1
711100,嘉义市,,1
711200,嘉义县,,1
711300,新竹县,,1
711400,花莲,,1
711500,基隆,,1
711600,苗栗,,1
711700,南投,,1
711800,澎湖,,1
711900,屏东,,1
712000,台东,,1
712100,宜兰,,1
712200,云林,,1
810000,香港,,1
820000,澳门,,1
